CustomerID,Recency,Frequency,Monetary,NumOrders,NumUniqueProducts,TotalQuantity,AvgQuantity,TotalSpent,AvgOrderValue,StdOrderValue,FirstPurchase,LastPurchase,MainCountry,CustomerLifespan,Cluster,Algorithm_Used,Auto_Profile
12381,5,5,1845.31,5,70,808,9.29,1845.31,21.21,25.89,2011-08-12 09:57:00,2011-12-05 12:44:00,Norway,115,0,K-Means,Passive Customers
12383,185,5,1850.56,5,84,1532,15.47,1850.56,18.69,12.68,2010-12-22 14:28:00,2011-06-08 08:02:00,Belgium,167,4,K-Means,Lost Customers
12384,29,2,585.27,2,26,126,4.67,585.27,21.68,17.3,2011-08-10 11:23:00,2011-11-11 08:39:00,Switzerland,92,0,K-Means,Passive Customers
12386,338,2,401.9,2,10,354,35.4,401.9,40.19,22.82,2010-12-08 09:53:00,2011-01-06 12:37:00,Australia,29,4,K-Means,Lost Customers
12388,16,6,2780.66,6,57,1462,14.62,2780.66,27.81,16.84,2011-01-17 11:12:00,2011-11-24 12:30:00,Australia,311,1,K-Means,Loyal Customers
12390,80,1,549.84,1,32,353,11.03,549.84,17.18,7.17,2011-09-21 09:33:00,2011-09-21 09:33:00,Belgium,0,0,K-Means,Passive Customers
12391,22,1,439.66,1,92,293,3.15,439.66,4.73,5.7,2011-11-18 12:07:00,2011-11-18 12:07:00,Cyprus,0,0,K-Means,Passive Customers
12393,72,4,1582.6,4,47,816,12.75,1582.6,24.73,18.05,2011-01-11 09:47:00,2011-09-28 15:41:00,Australia,260,1,K-Means,Loyal Customers
12394,64,2,1272.48,2,26,819,30.33,1272.48,47.13,64.92,2011-05-06 14:01:00,2011-10-07 08:08:00,Belgium,153,0,K-Means,Passive Customers
12395,19,12,3018.63,12,91,2118,13.58,3018.63,19.35,12.64,2010-12-03 16:35:00,2011-11-20 15:21:00,Belgium,351,1,K-Means,Loyal Customers
12397,36,2,2409.9,2,110,1263,10.02,2409.9,19.13,15.7,2011-07-27 14:21:00,2011-11-04 09:52:00,Belgium,99,0,K-Means,Passive Customers
12398,46,1,1635.66,1,85,1394,16.4,1635.66,19.24,22.43,2011-10-25 10:27:00,2011-10-25 10:27:00,Switzerland,0,0,K-Means,Passive Customers
12399,119,4,1108.65,4,47,1178,19.97,1108.65,18.79,10.49,2011-03-23 09:42:00,2011-08-12 13:15:00,Belgium,142,0,K-Means,Passive Customers
12401,303,1,84.3,1,5,11,2.2,84.3,16.86,5.42,2011-02-09 13:50:00,2011-02-09 13:50:00,Belgium,0,4,K-Means,Lost Customers
12402,323,1,225.6,1,11,94,8.55,225.6,20.51,7.23,2011-01-20 13:49:00,2011-01-20 13:49:00,Belgium,0,4,K-Means,Lost Customers
12403,50,1,427.7,1,5,96,19.2,427.7,85.54,64.98,2011-10-21 10:51:00,2011-10-21 10:51:00,Denmark,0,0,K-Means,Passive Customers
12405,149,1,1710.39,1,54,857,15.87,1710.39,31.67,42.77,2011-07-14 08:52:00,2011-07-14 08:52:00,Finland,0,0,K-Means,Passive Customers
12406,22,2,3415.3,2,92,1818,17.31,3415.3,32.53,23.68,2011-06-09 10:23:00,2011-11-17 19:22:00,Denmark,161,1,K-Means,Loyal Customers
12407,50,5,1708.12,5,57,1416,18.39,1708.12,22.18,16.7,2011-03-20 13:21:00,2011-10-21 10:11:00,Belgium,214,1,K-Means,Loyal Customers
12408,33,5,2888.55,5,81,1409,13.42,2888.55,27.51,24.17,2011-03-24 14:46:00,2011-11-07 12:27:00,Belgium,227,1,K-Means,Loyal Customers
12409,79,3,11072.67,3,91,5551,50.93,11072.67,101.58,61.51,2011-06-10 12:19:00,2011-09-22 10:38:00,Switzerland,103,0,K-Means,Passive Customers
12410,309,2,693.3299999999999,2,26,211,8.12,693.33,26.67,28.21,2011-02-04 10:38:00,2011-02-04 10:39:00,Switzerland,0,4,K-Means,Lost Customers
12412,75,3,1226.88,3,43,829,13.59,1226.88,20.11,12.51,2011-06-23 13:51:00,2011-09-26 10:16:00,Denmark,94,0,K-Means,Passive Customers
12413,67,3,758.1,3,29,286,7.53,758.1,19.95,10.27,2011-01-06 16:12:00,2011-10-04 09:00:00,France,270,1,K-Means,Loyal Customers
12414,217,3,562.41,3,16,300,16.67,562.41,31.24,18.57,2011-02-02 14:51:00,2011-05-06 14:51:00,Austria,93,4,K-Means,Lost Customers
12415,24,21,124914.53,21,444,77374,108.37,124914.53,174.95,181.1,2011-01-06 11:12:00,2011-11-15 14:22:00,Australia,313,6,K-Means,VIP Customers
12417,3,9,3649.1,9,158,1552,8.08,3649.1,19.01,11.08,2010-12-17 11:51:00,2011-12-06 14:52:00,Belgium,354,1,K-Means,Loyal Customers
12418,113,1,668.58,1,34,407,11.97,668.58,19.66,16.13,2011-08-19 11:08:00,2011-08-19 11:08:00,Switzerland,0,0,K-Means,Passive Customers
12420,64,1,600.39,1,29,345,11.9,600.39,20.7,9.2,2011-10-07 08:55:00,2011-10-07 08:55:00,Cyprus,0,0,K-Means,Passive Customers
12421,16,4,807.04,4,32,484,10.76,807.04,17.93,11.56,2011-01-24 15:09:00,2011-11-24 09:07:00,Spain,303,1,K-Means,Loyal Customers
12422,96,3,803.5600000000001,3,39,370,9.49,803.56,20.6,17.52,2011-01-19 09:13:00,2011-09-05 09:48:00,Australia,229,1,K-Means,Loyal Customers
12423,1,8,1859.31,8,97,1339,10.71,1859.31,14.87,7.84,2010-12-21 10:54:00,2011-12-09 10:10:00,Belgium,352,1,K-Means,Loyal Customers
12424,163,2,1760.96,2,30,740,24.67,1760.96,58.7,62.47,2011-06-30 12:06:00,2011-06-30 12:06:00,Australia,0,4,K-Means,Lost Customers
12425,78,1,777.2,1,36,496,13.78,777.2,21.59,14.69,2011-09-22 17:31:00,2011-09-22 17:31:00,Portugal,0,0,K-Means,Passive Customers
12426,195,1,582.73,1,30,258,8.6,582.73,19.42,11.49,2011-05-29 12:26:00,2011-05-29 12:26:00,Germany,0,4,K-Means,Lost Customers
12427,22,3,825.8,3,26,533,17.19,825.8,26.64,17.5,2010-12-03 10:44:00,2011-11-18 08:56:00,Germany,349,1,K-Means,Loyal Customers
12428,26,9,7956.46,9,258,3536,12.03,7956.46,27.06,43.43,2011-03-01 09:33:00,2011-11-14 08:22:00,Finland,257,2,K-Means,Loyal Customers
12429,9,4,3750.4,4,82,1557,16.05,3750.4,38.66,35.85,2010-12-09 12:05:00,2011-11-30 17:22:00,Denmark,356,1,K-Means,Loyal Customers
12430,43,1,256.4,1,11,117,10.64,256.4,23.31,14.03,2011-10-27 15:09:00,2011-10-27 15:09:00,Norway,0,0,K-Means,Passive Customers
12431,36,15,6419.95,15,163,2896,12.38,6419.95,27.44,50.38,2010-12-01 10:03:00,2011-11-04 11:55:00,Australia,338,2,K-Means,Loyal Customers
12432,43,5,5059.32,5,107,1801,16.68,5059.32,46.85,75.68,2011-06-20 13:27:00,2011-10-28 11:43:00,Norway,129,1,K-Means,Loyal Customers
12433,1,7,13375.87,7,219,11071,26.36,13375.87,31.85,27.04,2010-12-01 13:24:00,2011-12-09 10:02:00,Norway,372,2,K-Means,Loyal Customers
12434,85,2,806.14,2,46,394,7.88,806.14,16.12,8.34,2011-03-24 13:05:00,2011-09-16 12:38:00,Australia,175,1,K-Means,Loyal Customers
12435,80,2,7829.89,2,31,2055,57.08,7829.89,217.5,118.22,2011-03-17 07:40:00,2011-09-21 09:06:00,Denmark,188,1,K-Means,Loyal Customers
12436,100,1,509.01,1,16,211,13.19,509.01,31.81,18.85,2011-09-01 12:09:00,2011-09-01 12:09:00,Norway,0,0,K-Means,Passive Customers
12437,2,18,4951.41,18,118,2922,14.68,4951.41,24.88,18.25,2011-01-12 14:13:00,2011-12-08 11:35:00,France,329,2,K-Means,Loyal Customers
12438,14,2,2906.85,2,84,1180,12.04,2906.85,29.66,40.55,2011-07-22 13:29:00,2011-11-25 13:28:00,Norway,125,0,K-Means,Passive Customers
12441,367,1,173.55,1,11,121,11.0,173.55,15.78,4.0,2010-12-08 10:45:00,2010-12-08 10:45:00,France,0,4,K-Means,Lost Customers
12442,3,1,172.06,1,12,182,15.17,172.06,14.34,8.01,2011-12-06 14:22:00,2011-12-06 14:22:00,Spain,0,0,K-Means,Passive Customers
12444,21,5,5005.46,5,138,1153,6.55,5005.46,28.44,36.38,2011-06-21 14:00:00,2011-11-18 13:23:00,Norway,149,1,K-Means,Loyal Customers
12445,22,1,133.4,1,4,62,15.5,133.4,33.35,16.23,2011-11-17 18:43:00,2011-11-17 18:43:00,Spain,0,0,K-Means,Passive Customers
12446,58,1,1002.31,1,57,351,6.16,1002.31,17.58,6.12,2011-10-13 12:50:00,2011-10-13 12:50:00,RSA,0,0,K-Means,Passive Customers
12447,243,1,476.49,1,26,190,7.31,476.49,18.33,7.18,2011-04-10 13:25:00,2011-04-10 13:25:00,Belgium,0,4,K-Means,Lost Customers
12448,44,1,449.45,1,22,243,11.05,449.45,20.43,19.12,2011-10-26 13:46:00,2011-10-26 13:46:00,Spain,0,0,K-Means,Passive Customers
12449,22,4,4067.29,4,118,1553,8.13,4067.29,21.29,17.99,2011-06-05 15:37:00,2011-11-17 13:46:00,Belgium,164,1,K-Means,Loyal Customers
12450,156,2,197.88,2,7,128,16.0,197.88,24.74,18.19,2011-06-19 14:36:00,2011-07-06 14:41:00,Spain,17,4,K-Means,Lost Customers
12451,11,5,9035.52,5,265,6575,18.57,9035.52,25.52,21.14,2011-01-19 09:05:00,2011-11-29 08:40:00,Switzerland,313,2,K-Means,Loyal Customers
12452,17,2,430.57,2,21,185,8.41,430.57,19.57,16.02,2011-11-23 08:05:00,2011-11-23 10:28:00,Switzerland,0,0,K-Means,Passive Customers
12453,134,1,707.09,1,43,473,11.0,707.09,16.44,5.04,2011-07-28 14:08:00,2011-07-28 14:08:00,Austria,0,0,K-Means,Passive Customers
12454,56,1,3528.34,1,15,1006,67.07,3528.34,235.22,104.5,2011-10-14 17:13:00,2011-10-14 17:13:00,Spain,0,0,K-Means,Passive Customers
12455,73,6,2466.86,6,85,2089,23.21,2466.86,27.41,23.52,2011-02-16 09:56:00,2011-09-27 15:31:00,Spain,223,1,K-Means,Loyal Customers
12456,44,3,3181.04,3,105,1633,13.06,3181.04,25.45,34.24,2011-03-30 09:12:00,2011-10-26 14:41:00,Switzerland,210,1,K-Means,Loyal Customers
12457,66,7,2363.23,7,53,843,13.6,2363.23,38.12,46.29,2011-04-14 18:57:00,2011-10-04 13:13:00,Switzerland,172,1,K-Means,Loyal Customers
12458,71,2,947.4,2,35,506,13.32,947.4,24.93,18.03,2011-02-28 10:55:00,2011-09-29 15:25:00,Switzerland,213,1,K-Means,Loyal Customers
12461,94,2,826.88,2,35,287,8.2,826.88,23.63,32.84,2011-07-08 10:23:00,2011-09-06 16:57:00,Switzerland,60,0,K-Means,Passive Customers
12462,19,2,1189.59,2,51,536,8.65,1189.59,19.19,21.33,2011-02-09 14:44:00,2011-11-21 09:11:00,Spain,284,1,K-Means,Loyal Customers
12463,53,4,1344.78,4,65,776,9.35,1344.78,16.2,7.33,2011-04-12 12:47:00,2011-10-17 13:44:00,Belgium,188,1,K-Means,Loyal Customers
12464,10,8,1212.05,8,6,112,3.86,1212.05,41.79,26.57,2011-02-03 13:30:00,2011-11-29 13:33:00,Belgium,299,1,K-Means,Loyal Customers
12465,17,2,742.1899999999999,2,46,479,10.19,742.19,15.79,6.35,2011-06-23 13:37:00,2011-11-22 16:34:00,Belgium,152,0,K-Means,Passive Customers
12468,188,2,729.5400000000001,2,36,366,9.63,729.54,19.2,11.89,2011-01-27 13:29:00,2011-06-05 11:36:00,Germany,128,4,K-Means,Lost Customers
12471,2,30,19788.65,30,150,8200,17.86,19788.65,43.11,76.27,2010-12-10 09:35:00,2011-12-07 15:43:00,Germany,362,2,K-Means,Loyal Customers
12472,32,7,6572.11,7,219,4148,12.24,6572.11,19.39,15.53,2010-12-05 14:19:00,2011-11-07 14:01:00,Germany,336,1,K-Means,Loyal Customers
12473,29,5,3928.05,5,140,2414,14.46,3928.05,23.52,53.39,2011-06-01 10:15:00,2011-11-10 13:46:00,Germany,162,1,K-Means,Loyal Customers
12474,17,18,7324.09,18,253,4833,11.45,7324.09,17.36,10.21,2011-01-14 10:06:00,2011-11-22 14:39:00,Germany,312,2,K-Means,Loyal Customers
12475,54,1,723.38,1,36,535,14.86,723.38,20.09,10.98,2011-10-17 10:10:00,2011-10-17 10:10:00,Germany,0,0,K-Means,Passive Customers
12476,16,11,6816.42,11,177,2408,10.33,6816.42,29.26,26.01,2010-12-13 14:39:00,2011-11-24 12:40:00,Germany,345,1,K-Means,Loyal Customers
12477,23,6,13219.74,6,191,3653,12.18,13219.74,44.07,48.76,2011-02-11 12:45:00,2011-11-17 09:51:00,Germany,278,1,K-Means,Loyal Customers
12478,4,1,680.99,1,36,236,6.56,680.99,18.92,20.81,2011-12-06 09:56:00,2011-12-06 09:56:00,Greece,0,0,K-Means,Passive Customers
12479,11,1,527.2,1,31,385,12.42,527.2,17.01,9.07,2011-11-28 13:26:00,2011-11-28 13:26:00,Germany,0,0,K-Means,Passive Customers
12480,28,4,3281.63,4,129,1707,11.08,3281.63,21.31,28.91,2011-01-07 15:27:00,2011-11-11 14:52:00,Germany,307,1,K-Means,Loyal Customers
12481,23,10,5579.82,10,150,3294,15.25,5579.82,25.83,20.65,2010-12-09 10:13:00,2011-11-17 08:29:00,Germany,342,1,K-Means,Loyal Customers
12483,17,8,2484.98,8,46,1110,14.8,2484.98,33.13,31.41,2011-01-04 14:20:00,2011-11-22 17:02:00,Sweden,322,1,K-Means,Loyal Customers
12484,33,6,4527.32,6,256,2187,6.38,4527.32,13.2,17.2,2011-01-07 14:04:00,2011-11-07 11:37:00,Spain,303,2,K-Means,Loyal Customers
12488,10,3,1298.66,3,46,529,9.62,1298.66,23.61,16.83,2011-09-25 10:34:00,2011-11-30 08:50:00,France,65,0,K-Means,Passive Customers
12489,336,1,334.93,1,15,105,7.0,334.93,22.33,8.67,2011-01-07 13:13:00,2011-01-07 13:13:00,France,0,4,K-Means,Lost Customers
12490,5,10,5417.93,10,131,3064,12.51,5417.93,22.11,17.13,2011-01-14 09:13:00,2011-12-04 16:07:00,France,324,1,K-Means,Loyal Customers
12491,39,1,460.4,1,25,260,10.0,460.4,17.71,9.37,2011-11-01 12:18:00,2011-11-01 12:18:00,France,0,0,K-Means,Passive Customers
12492,63,2,263.21000000000004,2,19,192,9.6,263.21,13.16,5.37,2011-08-26 14:51:00,2011-10-07 15:15:00,Germany,42,0,K-Means,Passive Customers
12493,166,2,433.74,2,20,207,9.41,433.74,19.72,5.78,2011-05-26 14:53:00,2011-06-27 10:17:00,France,31,4,K-Means,Lost Customers
12494,16,7,1246.1,7,63,707,9.18,1246.1,16.18,7.52,2010-12-09 11:31:00,2011-11-24 09:34:00,France,349,1,K-Means,Loyal Customers
12497,82,1,1043.1,1,14,1236,88.29,1043.1,74.51,44.85,2011-09-19 12:29:00,2011-09-19 12:29:00,Germany,0,0,K-Means,Passive Customers
12498,21,3,403.7000000000001,3,21,159,6.91,403.7,17.55,6.96,2011-10-13 09:30:00,2011-11-18 12:53:00,Germany,36,0,K-Means,Passive Customers
12500,23,11,4257.82,11,34,2678,43.9,4257.82,69.8,96.52,2011-01-10 09:48:00,2011-11-16 16:20:00,Germany,310,1,K-Means,Loyal Customers
12501,337,1,2169.39,1,149,1783,11.97,2169.39,14.56,11.64,2011-01-07 12:28:00,2011-01-07 12:28:00,Germany,0,4,K-Means,Lost Customers
12502,96,5,3723.87,5,102,820,5.58,3723.87,25.33,29.73,2011-02-03 10:41:00,2011-09-05 11:52:00,Spain,214,1,K-Means,Loyal Customers
12504,18,2,482.05,2,6,90,10.0,482.05,53.56,46.54,2011-11-09 14:56:00,2011-11-21 16:02:00,Germany,12,0,K-Means,Passive Customers
12506,233,1,73.5,1,23,23,1.0,73.5,3.2,2.09,2011-04-21 08:54:00,2011-04-21 08:54:00,France,0,4,K-Means,Lost Customers
12507,134,3,1304.81,3,19,894,42.57,1304.81,62.13,54.53,2011-02-14 09:24:00,2011-07-28 17:09:00,Spain,164,0,K-Means,Passive Customers
12508,26,2,397.88,2,57,271,3.99,397.88,5.85,4.43,2011-11-10 16:27:00,2011-11-13 15:37:00,France,2,0,K-Means,Passive Customers
12509,284,1,176.5,1,7,55,7.86,176.5,25.21,18.92,2011-02-28 14:45:00,2011-02-28 14:45:00,France,0,4,K-Means,Lost Customers
12510,143,2,982.57,2,29,353,10.7,982.57,29.77,32.12,2011-01-18 14:04:00,2011-07-20 10:15:00,Spain,182,0,K-Means,Passive Customers
12512,66,2,132.18,2,31,96,3.1,132.18,4.26,2.92,2011-10-04 14:53:00,2011-10-04 14:55:00,Israel,0,0,K-Means,Passive Customers
12513,113,1,612.29,1,35,462,13.2,612.29,17.49,9.99,2011-08-19 10:51:00,2011-08-19 10:51:00,France,0,0,K-Means,Passive Customers
12514,267,1,1017.68,1,51,440,8.63,1017.68,19.95,10.64,2011-03-17 16:38:00,2011-03-17 16:38:00,Italy,0,4,K-Means,Lost Customers
12515,353,1,383.7,1,16,131,8.19,383.7,23.98,22.11,2010-12-21 15:43:00,2010-12-21 15:43:00,Italy,0,4,K-Means,Lost Customers
12516,78,2,1312.06,2,20,875,33.65,1312.06,50.46,32.55,2011-06-12 11:37:00,2011-09-23 09:13:00,Germany,102,0,K-Means,Passive Customers
12517,28,5,2481.6,5,232,1361,4.88,2481.6,8.89,8.36,2011-06-02 15:13:00,2011-11-11 14:04:00,Germany,161,1,K-Means,Loyal Customers
12518,1,5,2056.89,5,84,1318,10.63,2056.89,16.59,8.98,2011-08-21 13:18:00,2011-12-09 10:13:00,Germany,109,0,K-Means,Passive Customers
12519,64,1,330.84,1,17,175,10.29,330.84,19.46,11.01,2011-10-07 09:26:00,2011-10-07 09:26:00,Germany,0,0,K-Means,Passive Customers
12520,79,5,2634.26,5,121,1439,9.47,2634.26,17.33,11.73,2011-03-11 11:35:00,2011-09-21 15:23:00,Germany,194,1,K-Means,Loyal Customers
12521,143,1,599.68,1,38,309,8.13,599.68,15.78,8.92,2011-07-20 10:51:00,2011-07-20 10:51:00,Germany,0,0,K-Means,Passive Customers
12522,39,2,192.72,2,11,194,16.17,192.72,16.06,4.29,2011-10-19 14:41:00,2011-10-31 15:30:00,Germany,12,0,K-Means,Passive Customers
12523,19,11,1789.77,11,84,865,8.16,1789.77,16.88,5.42,2011-01-12 09:43:00,2011-11-20 12:55:00,France,312,1,K-Means,Loyal Customers
12524,9,8,4485.72,8,113,3699,25.69,4485.72,31.15,33.08,2011-01-10 10:35:00,2011-11-30 15:31:00,Germany,324,1,K-Means,Loyal Customers
12526,1,3,1316.66,3,64,632,8.9,1316.66,18.54,8.52,2011-09-06 14:19:00,2011-12-09 12:09:00,Germany,93,0,K-Means,Passive Customers
12527,82,3,348.71000000000004,3,18,234,13.0,348.71,19.37,13.67,2011-01-18 12:05:00,2011-09-19 11:55:00,Germany,243,1,K-Means,Loyal Customers
12528,9,6,1933.48,6,50,756,8.22,1933.48,21.02,12.02,2011-01-31 09:05:00,2011-11-30 14:40:00,Germany,303,1,K-Means,Loyal Customers
12530,60,4,1662.28,4,51,913,13.83,1662.28,25.19,19.08,2011-01-07 10:04:00,2011-10-11 12:34:00,Germany,277,1,K-Means,Loyal Customers
12531,15,1,125.22,1,17,45,2.65,125.22,7.37,6.8,2011-11-25 11:12:00,2011-11-25 11:12:00,Germany,0,0,K-Means,Passive Customers
12532,30,1,349.83000000000004,1,16,153,9.56,349.83,21.86,9.54,2011-11-09 13:47:00,2011-11-09 13:47:00,France,0,0,K-Means,Passive Customers
12534,131,1,1089.18,1,63,651,10.33,1089.18,17.29,13.11,2011-08-01 10:26:00,2011-08-01 10:26:00,Germany,0,0,K-Means,Passive Customers
12535,92,2,716.35,2,28,219,6.44,716.35,21.07,8.92,2011-06-06 12:47:00,2011-09-09 08:48:00,France,94,0,K-Means,Passive Customers
12536,43,3,12601.830000000002,3,260,2803,10.74,12601.83,48.28,362.18,2011-10-11 14:52:00,2011-10-27 14:20:00,France,15,0,K-Means,Passive Customers
12538,29,1,363.95,1,21,191,9.1,363.95,17.33,7.19,2011-11-10 17:16:00,2011-11-10 17:16:00,Spain,0,0,K-Means,Passive Customers
12539,22,4,5568.35,4,157,2067,7.57,5568.35,20.4,17.99,2011-01-10 09:11:00,2011-11-17 13:30:00,Spain,311,1,K-Means,Loyal Customers
12540,20,17,13400.24,17,277,6685,13.99,13400.24,28.03,29.06,2010-12-13 09:39:00,2011-11-20 11:31:00,Spain,342,2,K-Means,Loyal Customers
12541,30,3,981.18,3,46,680,13.08,981.18,18.87,12.46,2011-03-04 09:32:00,2011-11-10 10:40:00,Spain,251,1,K-Means,Loyal Customers
12544,36,1,372.7,1,19,136,7.16,372.7,19.62,10.29,2011-11-03 16:15:00,2011-11-03 16:15:00,Spain,0,0,K-Means,Passive Customers
12545,75,2,1000.39,2,42,523,10.46,1000.39,20.01,14.5,2011-03-25 12:04:00,2011-09-25 13:39:00,Spain,184,1,K-Means,Loyal Customers
12546,47,2,1161.5,2,59,633,9.17,1161.5,16.83,10.42,2011-09-23 09:44:00,2011-10-24 12:09:00,Spain,31,0,K-Means,Passive Customers
12547,198,2,207.8,2,7,134,16.75,207.8,25.98,4.71,2011-03-04 12:46:00,2011-05-26 12:38:00,Spain,82,4,K-Means,Lost Customers
12548,166,1,95.2,1,5,49,9.8,95.2,19.04,5.12,2011-06-26 15:35:00,2011-06-26 15:35:00,Spain,0,4,K-Means,Lost Customers
12550,79,1,964.83,1,57,569,9.98,964.83,16.93,17.69,2011-09-21 14:35:00,2011-09-21 14:35:00,Spain,0,0,K-Means,Passive Customers
12551,358,1,168.0,1,10,100,10.0,168.0,16.8,3.2,2010-12-17 11:23:00,2010-12-17 11:23:00,Spain,0,4,K-Means,Lost Customers
12552,39,2,437.82,2,20,88,4.4,437.82,21.89,23.76,2011-10-31 12:11:00,2011-11-01 10:02:00,Italy,0,0,K-Means,Passive Customers
12553,8,10,3692.28,10,95,1965,10.29,3692.28,19.33,11.88,2011-01-14 10:42:00,2011-12-01 16:38:00,France,321,1,K-Means,Loyal Customers
12556,50,2,599.56,2,100,355,2.98,599.56,5.04,3.86,2011-07-11 13:35:00,2011-10-20 13:06:00,Spain,100,0,K-Means,Passive Customers
12557,16,5,11990.96,5,15,4384,132.85,11990.96,363.36,446.2,2010-12-03 12:20:00,2011-11-23 16:59:00,Spain,355,1,K-Means,Loyal Customers
